location_key,country_code,country_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_rural,population_urban,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate,new_recovered,cumulative_recovered,fecha,week,year,month,porcentaje_vacunacion,urban_population_percentage,case_fatality_rate
AR,AR,Argentina,2685.0,140.0,1662867.0,46522.0,18849.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.388889,15.580247,33.030864,0.0,41.559285,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-01,53,2020,1,0.041943792247539274,0.9199100098819032,0.027976981923388943
AR,AR,Argentina,7767.0,166.0,1670634.0,46688.0,20334.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.740741,18.098765,33.962963,0.0,43.58135,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-02,53,2020,1,0.045248292830466524,0.9199100098819032,0.027946276682983825
AR,AR,Argentina,4934.0,157.0,1675568.0,46845.0,20529.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.95679,17.950617,33.45679,13.1445,74.880846,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-03,53,2020,1,0.04568221714943677,0.9199100098819032,0.0279576836034109
AR,AR,Argentina,13953.0,157.0,1689521.0,47002.0,25164.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.894444,18.072222,30.244444,1.4986,60.805923,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-04,1,2021,1,0.055996264423421836,0.9199100098819032,0.027819719316895145
AR,AR,Argentina,14085.0,160.0,1703606.0,47162.0,29852.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.104938,16.135802,30.685185,8.28675,72.972595,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-05,1,2021,1,0.0664282501020501,0.9199100098819032,0.027683631074321174
AR,AR,Argentina,14496.0,131.0,1718102.0,47293.0,34162.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.919753,13.290123,26.580247,5.108222,52.241997,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-06,1,2021,1,0.07601909017775142,0.9199100098819032,0.02752630519026228
AR,AR,Argentina,13722.0,160.0,1731824.0,47453.0,42092.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.122222,12.755556,32.383333,0.0,39.691672,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-07,1,2021,1,0.09366534581587474,0.9199100098819032,0.027400590360221362
AR,AR,Argentina,13932.0,162.0,1745756.0,47615.0,54090.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.833333,16.5,33.076389,3.265714,57.254261,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-08,1,2021,1,0.12036393032359272,0.9199100098819032,0.02727471651250232
AR,AR,Argentina,9959.0,158.0,1755715.0,47773.0,58552.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.728395,13.185185,29.364198,13.687778,61.715447,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-09,1,2021,1,0.13029300884279904,0.9199100098819032,0.027209997066722103
AR,AR,Argentina,5174.0,165.0,1760889.0,47938.0,59043.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.895062,17.160494,32.462963,0.0,62.971625,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-10,1,2021,1,0.13138560802543695,0.9199100098819032,0.027223748913191008
AR,AR,Argentina,13076.0,170.0,1773965.0,48108.0,67496.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.822222,16.9,32.977778,17.3736,69.595456,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-11,2,2021,1,0.15019567093956765,0.9199100098819032,0.027118911590702184
AR,AR,Argentina,12787.0,172.0,1786752.0,48280.0,75681.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.866667,13.45,27.516667,3.0226,54.836353,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-12,2,2021,1,0.168409366071729,0.9199100098819032,0.027021097499820904
AR,AR,Argentina,13374.0,155.0,1800126.0,48435.0,82837.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.622222,15.288889,28.655556,0.056444,60.0651,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-13,2,2021,1,0.1843332759514781,0.9199100098819032,0.026906449881841606
AR,AR,Argentina,12131.0,149.0,1812257.0,48584.0,89912.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.244444,18.45,30.066667,0.7874,60.988179,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-14,2,2021,1,0.2000769403448857,0.9199100098819032,0.026808559713109123
AR,AR,Argentina,11384.0,191.0,1823641.0,48775.0,97355.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.135802,18.067901,31.098765,18.683111,71.572632,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-15,2,2021,1,0.2166394978120423,0.9199100098819032,0.02674594396594505
AR,AR,Argentina,8426.0,174.0,1832067.0,48949.0,99874.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.777778,15.716667,28.572222,17.145,69.108272,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-16,2,2021,1,0.22224490991197077,0.9199100098819032,0.026717909334101866
AR,AR,Argentina,4951.0,180.0,1837018.0,49129.0,100339.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.011111,10.211111,27.533333,1.1176,47.820175,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-17,2,2021,1,0.22327965251874599,0.9199100098819032,0.0267438860152704
AR,AR,Argentina,12019.0,186.0,1849037.0,49315.0,104504.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.666667,13.024691,30.62963,0.0,47.555531,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-18,3,2021,1,0.23254783092136688,0.9199100098819032,0.026670639906070024
AR,AR,Argentina,12038.0,170.0,1861075.0,49485.0,110155.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.922222,14.522222,31.35,0.0,46.973155,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-19,3,2021,1,0.2451227351598328,0.9199100098819032,0.026589471138992248
AR,AR,Argentina,11380.0,194.0,1872455.0,49679.0,118646.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.246914,15.283951,32.092593,0.0,50.731499,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-20,3,2021,1,0.26401735768483975,0.9199100098819032,0.026531478727125617
AR,AR,Argentina,10402.0,219.0,1882857.0,49898.0,124635.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.729167,16.152778,32.520833,0.0,48.963586,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-21,3,2021,1,0.27734439740952077,0.9199100098819032,0.026501215971260695
AR,AR,Argentina,9964.0,184.0,1892821.0,50082.0,128560.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.083333,16.811111,33.344444,0.0,53.422138,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-22,3,2021,1,0.2860785151118706,0.9199100098819032,0.02645892030995007
AR,AR,Argentina,6677.0,176.0,1899498.0,50258.0,130257.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.388889,19.5,34.234568,0.0,54.38086,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-23,3,2021,1,0.2898547693133706,0.9199100098819032,0.026458569579962708
AR,AR,Argentina,3770.0,192.0,1903268.0,50450.0,130385.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.993827,20.697531,34.574074,0.889,57.949113,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-24,3,2021,1,0.29013960168684855,0.9199100098819032,0.02650703947105715
AR,AR,Argentina,10045.0,184.0,1913313.0,50634.0,136432.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.127778,20.022222,35.088889,0.508,59.380323,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-25,4,2021,1,0.30359570608076175,0.9199100098819032,0.02646404430430358
AR,AR,Argentina,10304.0,191.0,1923617.0,50825.0,141966.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.266667,19.977778,35.022222,4.953,64.937587,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-26,4,2021,1,0.31591025572784553,0.9199100098819032,0.026421579763539208
AR,AR,Argentina,9888.0,189.0,1933505.0,51014.0,146224.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.822222,18.116667,32.888889,0.056444,55.90692,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-27,4,2021,1,0.32538538265182143,0.9199100098819032,0.02638420898833983
AR,AR,Argentina,9265.0,168.0,1942770.0,51182.0,153122.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.805556,17.911111,33.111111,15.3162,65.169881,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-28,4,2021,1,0.34073517727877917,0.9199100098819032,0.02634485811495957
AR,AR,Argentina,8722.0,152.0,1951492.0,51334.0,163197.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.172222,15.266667,29.833333,33.8582,70.82816,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-29,4,2021,1,0.3631546004255752,0.9199100098819032,0.02630500150653961
AR,AR,Argentina,6385.0,167.0,1957877.0,51501.0,167354.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.530864,15.549383,29.296296,29.774444,82.897596,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-30,4,2021,1,0.3724049768048537,0.9199100098819032,0.02630451248980401
AR,AR,Argentina,3915.0,148.0,1961792.0,51649.0,167611.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.611111,13.839506,21.932099,4.430889,83.7624,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-01-31,4,2021,1,0.3729768668047273,0.9199100098819032,0.026327459791863767
AR,AR,Argentina,8937.0,161.0,1970729.0,51810.0,176063.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.512346,13.691358,21.271605,12.220222,82.621228,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-01,5,2021,2,0.39178470446594016,0.9199100098819032,0.026289763838660718
AR,AR,Argentina,9149.0,161.0,1979878.0,51971.0,186296.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,18.533333,14.35,23.088889,7.2898,80.686225,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-02,5,2021,2,0.41455571757374804,0.9199100098819032,0.026249597197403073
AR,AR,Argentina,8659.0,154.0,1988537.0,52125.0,197780.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.5,12.537037,26.117284,0.733778,66.220752,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-03,5,2021,2,0.44011052208171875,0.9199100098819032,0.026212738309621595
AR,AR,Argentina,8113.0,165.0,1996650.0,52290.0,209559.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.233333,12.188889,28.416667,0.7366,57.056738,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-04,5,2021,2,0.46632177620043935,0.9199100098819032,0.026188866351138155
AR,AR,Argentina,7688.0,166.0,2004338.0,52456.0,223224.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.166667,12.845679,29.45679,0.0,58.852108,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-05,5,2021,2,0.49672985732212355,0.9199100098819032,0.026171234592169586
AR,AR,Argentina,5120.0,147.0,2009458.0,52603.0,227709.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.518519,15.185185,30.814815,0.0,58.008656,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-06,5,2021,2,0.5067101166584391,0.9199100098819032,0.026177705630075373
AR,AR,Argentina,2910.0,158.0,2012368.0,52761.0,228279.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.753086,16.382716,31.641975,0.0,55.237728,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-07,5,2021,2,0.507978510821583,0.9199100098819032,0.02621836562696286
AR,AR,Argentina,7383.0,120.0,2019751.0,52881.0,238001.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.25,15.327778,30.061111,1.1684,83.417133,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-08,6,2021,2,0.5296124196883969,0.9199100098819032,0.026181940249070307
AR,AR,Argentina,7761.0,138.0,2027512.0,53019.0,246347.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.135802,14.395062,22.777778,6.999111,79.983422,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-09,6,2021,2,0.5481843805403235,0.9199100098819032,0.02614978357711323
AR,AR,Argentina,7122.0,156.0,2034634.0,53175.0,252792.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.513889,14.604167,23.0625,0.0,88.329804,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-10,6,2021,2,0.5625261355955196,0.9199100098819032,0.026134921563288532
AR,AR,Argentina,7167.0,125.0,2041801.0,53300.0,260187.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.1957530549273,9.190083067851374,25.372370560581583,1.9440265121163167,57.14055621324717,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-11,6,2021,2,0.5789818809226219,0.9199100098819032,0.026104404885686706
AR,AR,Argentina,7184.0,122.0,2048985.0,53422.0,266804.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,17.1957530549273,9.190083067851374,25.372370560581583,1.9440265121163167,57.14055621324717,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-12,6,2021,2,0.593706379479679,0.9199100098819032,0.026072421223190995
AR,AR,Argentina,4902.0,148.0,2053887.0,53570.0,268110.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.759259,14.716049,28.790123,0.435429,65.746521,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-13,6,2021,2,0.5966125597903206,0.9199100098819032,0.026082252821114305
AR,AR,Argentina,2716.0,126.0,2056603.0,53696.0,268175.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.372222,15.088889,31.244444,6.0452,60.954871,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-14,6,2021,2,0.5967572012299774,0.9199100098819032,0.02610907404102785
AR,AR,Argentina,3890.0,142.0,2060493.0,53838.0,268739.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.716049,16.759259,31.598765,0.028222,71.702272,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-15,7,2021,2,0.5980122438756145,0.9199100098819032,0.026128698326080214
AR,AR,Argentina,3550.0,105.0,2064043.0,53943.0,269314.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.816667,14.211111,27.472222,0.3048,64.079028,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-16,7,2021,2,0.5992917643033472,0.9199100098819032,0.02613462994714742
AR,AR,Argentina,7890.0,131.0,2071933.0,54074.0,279766.0,44938712.0,19523766.0,20593330.0,3599141.0,41339571.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.072222,14.283333,30.588889,0.0,56.472677,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8,,,2021-02-17,7,2021,2,0.6225501078001523,0.9199100098819032,0.026098334260808626
